,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
9536,Buellia maculata,462529,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 117923, 117925, 462529]"
9537,Caloplaca granularis,462578,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232041, 69163, 462578]"
9538,Circinaria arida,462703,species,7,7,"[48460, 47170, 48250, 372740, 54743, 793487, 117423, 175733, 344388, 462703]"
9539,Dendrographa franciscana,462809,species,7,7,"[48460, 47170, 48250, 372740, 152028, 55452, 55453, 117965, 462809]"
9540,Micarea neostipitata,463519,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 175303, 175539, 463519]"
9541,Palicella schizochromatica,463650,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 50253, 464238, 463650]"
9542,Parmelia barrenoae,463659,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 54735, 463659]"
9543,Leptogium oceanianum,464938,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 117961, 123114, 464938]"
9544,Tremellodendropsis semivestita,470898,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1110081, 373310, 55236, 470898]"
9545,Erastia salmonicolor,471248,species,7,7,"[48460, 47170, 47169, 492000, 50814, 47380, 471253, 471248]"
9546,Roseodiscus rhodoleucus,475227,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 475222, 475227]"
9547,Agaricus lanipes,480766,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824805, 824819, 480766]"
9548,Agaricus pampeanus,480772,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824801, 844123, 480772]"
9549,Agaricus subfloccosus,480775,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824808, 1444566, 480775]"
9550,Parasola schroeteri,481220,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56311, 1180101, 481220]"
9551,Galerina fallax,489014,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118297, 489014]"
9552,Conidiobolus coronatus,498724,species,7,7,"[48460, 47170, 55113, 372742, 794017, 55115, 373281, 373937, 498724]"
9553,Agaricus agrinferus,499688,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824808, 1444566, 499688]"
9554,Hydnellum compactum,499959,species,7,7,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 499959]"
9555,Cortinarius depressus,500076,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 500076]"
9556,Cortinarius diosmus,500077,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152336, 500077]"
9557,Tricholoma mutabile,500098,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1444935, 500098]"
9558,Cortinarius largentii,500128,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 500128]"
9559,Cortinarius emunctus,500139,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 500139]"
9560,Rhodocollybia lentinoides,504593,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 504593]"
9561,Jafnea fusicarpa,504625,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 1466989, 504626, 504625]"
9562,Bryoglossum gracile,504805,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 906966, 504807, 504805]"
9563,Amanita macrocarpa,516988,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 516988]"
9564,Tolypocladium fractum,517815,species,7,7,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 179204, 375252, 517815]"
9565,Conocybe blattaria,518903,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 518903]"
9566,Psilocybe strictipes,518919,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 54026, 518919]"
9567,Psilocybe samuiensis,518957,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 54026, 518957]"
9568,Pluteus saupei,519059,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 519059]"
9569,Lecanora inaurata,532113,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 50253, 50252, 532113]"
9570,Niebla ramosissima,532164,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 48326, 147234, 532164]"
9571,Rostania occultata,532263,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 117961, 532757, 532263]"
9572,Segestria lectissima,532321,species,7,7,"[48460, 47170, 48250, 372740, 54743, 793487, 117956, 172294, 172280, 532321]"
9573,Xyleborus sporodochifer,532569,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 122661, 791131, 532569]"
9574,Amanita cistetorum,544971,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 544971]"
9575,Cortinarius leptospermorum,546680,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433686, 1150596, 546680]"
9576,Cortinarius lachanus,546701,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1150598, 546701]"
9577,Exobasidium savilei,551503,species,7,7,"[48460, 47170, 47169, 951335, 130023, 130024, 130025, 130026, 551503]"
9578,Marasmius brunneoaurantiacus,552733,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 1366791, 552733]"
9579,Conocybe cyanopus,552744,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 552744]"
9580,Russula violacea,556951,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 556951]"
9581,Xylophallus xylogenus,559569,species,7,7,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 570785, 559569]"
9582,Synchytrium mercurialis,601742,species,7,7,"[48460, 47170, 125609, 794008, 794009, 416452, 375235, 601742]"
9583,Ramularia helminthiae,602385,species,7,7,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 602385]"
9584,Geopora sepulta,602617,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 58689, 602617]"
9585,Neofusicoccum mangiferae,606974,species,7,7,"[48460, 47170, 48250, 372740, 55174, 143718, 143719, 417605, 606974]"
9586,Suillus subalpinus,607007,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 607007]"
9587,Gymnopilus humicola,607016,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 607016]"
9588,Puccinia clematidis,623015,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 623015]"
9589,Lachnum nudipes,628358,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 203705, 628358]"
9590,Puccinia emaculata,628499,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 628499]"
9591,Anthracoidea pratensis,628812,species,7,7,"[48460, 47170, 47169, 951335, 83712, 83713, 352978, 374478, 628812]"
9592,Erysiphe euphorbiicola,629002,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 629002]"
9593,Boletus subgraveolens,629079,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 629079]"
9594,Lecania spadicea,632117,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 48326, 175614, 632117]"
9595,Coprinopsis lagopides,636178,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180062, 636178]"
9596,Coniochaeta ligniaria,636785,species,7,7,"[48460, 47170, 48250, 372740, 53539, 372775, 152555, 354213, 354212, 636785]"
9597,Terfezia arenaria,637213,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 637214, 637213]"
9598,Stropharia subcaperata,701693,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 701693]"
9599,Entoloma pseudostrictium,703370,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 703370]"
9600,Lepiota echinacea,703891,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 703891]"
9601,Leucopaxillus rhodoleucus,704444,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 67347, 704444]"
9602,Peniophora pithya,704756,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 704756]"
9603,Amanita veldiei,705894,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 926048, 705894]"
9604,Lepista caffrorum,705899,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 55591, 705899]"
9605,Entoloma depluens,714686,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1395170, 714686]"
9606,Bryostroma trichostomi,735158,species,7,7,"[48460, 47170, 48250, 372740, 55174, 374536, 735158]"
9607,Boletus ochraceoluteus,737847,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 737847]"
9608,Conocybe moseri,748632,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 748632]"
9609,Conocybe ochrostriata,748633,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 748633]"
9610,Agaricus berryessae,751549,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 793870, 751549]"
9611,Mycetinis olidus,773721,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 203670, 773721]"
9612,Pleurotus abieticola,773824,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 1196165, 773824]"
9613,Puccinia angelicae,774372,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 774372]"
9614,Cortinarius flos-paludis,774746,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 774746]"
9615,Amblyosporium spongiosum,775561,species,7,7,"[48460, 47170, 48250, 775562, 775561]"
9616,Thyronectroidea chrysogramma,778300,species,7,7,"[48460, 47170, 48250, 372740, 53539, 977794, 778301, 778302, 778300]"
9617,Pezicula frangulae,782226,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 118024, 375023, 782226]"
9618,Hydnum mulsicolor,793368,species,7,7,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48422, 969901, 969904, 969906, 793368]"
9619,Mucronella pulchra,793480,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 118074, 793480]"
9620,Lepiota castanescens,796628,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 796628]"
9621,Phaeogalera stagnina,797420,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 499811, 797420]"
9622,Hypholoma subericaeum,802978,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 48769, 802978]"
9623,Fomitiporia deserticola,807877,species,7,7,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 352247, 807877]"
9624,Imperator torosus,824671,species,7,8,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 824667, 824671]"
9625,Lentinellus inolens,824754,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 824754]"
9626,Stropharia albonitens,829208,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 1445305, 829208]"
9627,Lepiota xanthophylla,829638,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 829638]"
9628,Melanoleuca humilis,851042,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 851042]"
9629,Geoglossum sphagnophilum,854515,species,7,7,"[48460, 47170, 48250, 372740, 152030, 372831, 55238, 123258, 854515]"
9630,Agaricus reducibulbus,861025,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 861025]"
9631,Caloplaca placidia,863981,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232041, 69163, 863981]"
9632,Xanthoparmelia protomatrae,864372,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 60724, 864372]"
9633,Hygrophorus monticola,865807,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135960, 1135971, 865807]"
9634,Scutellinia decipiens,867805,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 49138, 867805]"
9635,Rutstroemia alni,868784,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 328028, 375151, 868784]"
9636,Lactarius pseudouvidus,873695,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 873695]"
9637,Thekopsora minima,873996,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 69969, 873992, 873996]"
9638,Plicariella flavovirens,874469,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 557766, 874469]"
9639,Cenangium ferruginosum,874924,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 791904, 353349, 874924]"
9640,Cortinarius rigens,874950,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433692, 1152066, 874950]"
9641,Entoloma dichroum,874990,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1395193, 1444513, 874990]"
9642,Entoloma rhodocylix,875000,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420892, 875000]"
9643,Hebeloma pusillum,875034,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1370549, 1428689, 875034]"
9644,Inocybe leptophylla,875060,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 875060]"
9645,Leucoagaricus pilatianus,875089,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 875089]"
9646,Cystolepiota adulterina,876547,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 179260, 876547]"
9647,Rhodotorula mucilaginosa,882270,species,7,7,"[48460, 47170, 47169, 416490, 152042, 152571, 1017181, 554176, 882270]"
9648,Inocybe rufuloides,884064,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 884064]"
9649,Cryptovalsa prominens,889353,species,7,7,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 889354, 889353]"
9650,Boletus rufocinnamomeus,889540,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 889540]"
9651,Hygrocybe xanthopoda,894146,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 894146]"
9652,Homophron camptopodum,895014,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 782234, 895014]"
9653,Heterobasidion orientale,895477,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 84225, 194493, 895477]"
9654,Amanita ovalispora,895594,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 895594]"
9655,Candida albicans,895618,species,7,7,"[48460, 47170, 48250, 793974, 83715, 83716, 200006, 450114, 895618]"
9656,Tubaria minutalis,895749,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 55575, 895749]"
9657,Phyllosticta hibiscina,898430,species,7,7,"[48460, 47170, 48250, 372740, 55174, 143718, 791584, 319634, 898430]"
9658,Phymatotrichopsis omnivora,899421,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 484414, 899422, 899421]"
9659,Anthracoidea pilosae,904999,species,7,7,"[48460, 47170, 47169, 951335, 83712, 83713, 352978, 374478, 904999]"
9660,Beauveria pseudobassiana,907173,species,7,7,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 328139, 907173]"
9661,Neoerysiphe nevoi,908458,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 373971, 908458]"
9662,Albomagister subaustralis,911637,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 911638, 911637]"
9663,Panaeolus ater,912139,species,7,8,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 912139]"
9664,Russula font-queri,916285,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396307, 916285]"
9665,Russula camarophylla,921902,species,7,7,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167957, 921902]"
9666,Asteroma padi,924043,species,7,7,"[48460, 47170, 48250, 372740, 53539, 977794, 49189, 68758, 628837, 924043]"
9667,Mitrula borealis,928053,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 792117, 120552, 928053]"
9668,Amanita limbatula,928152,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 1441005, 928152]"
9669,Phanerochaete livescens,929342,species,7,7,"[48460, 47170, 47169, 492000, 50814, 47380, 118075, 130933, 929342]"
9670,Phialocephala oblonga,930286,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 792118, 353035, 930286]"
9671,Durella melanochlora,930308,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 500093, 930308]"
9672,Cyttaria septentrionalis,932449,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 64585, 64586, 932449]"
9673,Anteaglonium parvulum,932933,species,7,7,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 697677, 697678, 932933]"
9674,Xylaria mali,932974,species,7,7,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 932974]"
9675,Amanita lepiotoides,933191,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 942845, 933191]"
9676,Inocybe subtomentosa,938530,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 938530]"
9677,Coleosporium madiae,940060,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 69969, 148087, 940060]"
9678,Phylacia turbinata,945839,species,7,7,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 328190, 945839]"
9679,Naucoria scolecina,952725,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118259, 952725]"
9680,Hypoxylon vogesiacum,953595,species,7,7,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 953595]"
9681,Saproamanita singeri,954622,species,7,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 922853, 954622]"
9682,Neoantrodia variiformis,955488,species,7,7,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 955374, 955488]"
9683,Pileolaria terebinthi,956714,species,7,7,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 179234, 353085, 956714]"
9684,Dufourea inflata,957312,species,7,7,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 502154, 957312]"
9685,Spilopodia nervisequa,959109,species,7,7,"[48460, 47170, 48250, 372740, 55523, 49073, 791907, 959110, 959109]"
9686,Hyperdermium caulium,960386,species,7,7,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 552870, 960386]"
9687,Smardaea ovalispora,965425,species,7,7,"[48460, 47170, 48250, 372740, 152032, 48717, 1466989, 499635, 965425]"
9688,Rigidoporus umbonatipes,972131,species,7,7,"[48460, 47170, 47169, 492000, 50814, 57519, 1468078, 179075, 972131]"
